"","condition","observe","expect","z_score","log2FC","upper.p","lower.p"
"0_983000","0_983000",52806,53229.8031,-6.70787564165102,-0.011532366776337,0.999999999990126,9.87390540752647e-12
"0_984000","0_984000",52806,53229.9045,-6.7096538606168,-0.0115351150325636,0.999999999990246,9.75433104957103e-12
"0_985000","0_985000",52806,53230.0077,-6.71133974712546,-0.0115379120690282,0.999999999990358,9.64227539507112e-12
"0_986000","0_986000",52806,53230.1048,-6.71257682081961,-0.0115405437718357,0.999999999990439,9.56085367610194e-12
"0_987000","0_987000",52806,53230.2044,-6.71364697801133,-0.0115432432271942,0.999999999990509,9.49096144190867e-12
"0_988000","0_988000",52806,53230.2989,-6.71495995464627,-0.0115458044527593,0.999999999990594,9.40589377423007e-12
"0_989000","0_989000",52806,53230.3952,-6.7167041873573,-0.0115484144588956,0.999999999990706,9.29403884888967e-12
"0_990000","0_990000",52806,53230.4902,-6.71801982657263,-0.0115509892266776,0.999999999990789,9.21053170018302e-12
"0_991000","0_991000",52806,53230.5936,-6.71948428161915,-0.0115537916529145,0.999999999990882,9.11844273373842e-12
"0_992000","0_992000",52806,53230.6917,-6.72102818542506,-0.0115564504294476,0.999999999990978,9.02233409602468e-12
"0_993000","0_993000",52806,53230.7914,-6.72259974446727,-0.0115591525653072,0.999999999991074,8.92552278983194e-12
"0_994000","0_994000",52806,53230.8911,-6.72371128043205,-0.0115618546961057,0.999999999991142,8.85766476538467e-12
"0_995000","0_995000",52806,53230.992,-6.72590826104559,-0.0115645893448904,0.999999999991275,8.72502429740773e-12
"0_996000","0_996000",52806,53231.0906,-6.7278026734847,-0.0115672616527689,0.999999999991388,8.61221421784998e-12
"0_997000","0_997000",52806,53231.1916,-6.729043059708,-0.0115699990015483,0.999999999991461,8.53912571413412e-12
"0_998000","0_998000",52806,53231.2926,-6.7306830382675,-0.0115727363451343,0.999999999991557,8.44342340899085e-12
"0_999000","0_999000",52806,53231.3987,-6.7320559926551,-0.0115756119054261,0.999999999991636,8.3641119046771e-12
"0_1e+06","0_1e+06",52806,53231.4961,-6.73331182517451,-0.0115782516701488,0.999999999991708,8.2922053156717e-12
